entity,field,value,source_id,retrieved_at,confidence,evidence_kind,source_url,derivation,derived_from,sample_size,notes
stop:ALM_0007,osm_node_id,4266754574,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0008,coordinate,"36.734153,-3.702832",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4266754575,,,,
stop:ALM_0008,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0008,name,Chinasol,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4266754575,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0008,osm_node_id,4266754575,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0009,coordinate,"36.734026,-3.705133",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4266754576,,,,
stop:ALM_0009,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0009,name,Rincón de la China,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4266754576,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0009,osm_node_id,4266754576,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0010,coordinate,"36.733183,-3.707399",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785894,,,,
stop:ALM_0010,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0010,name,Los Ramos,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785894,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0010,osm_node_id,7604785894,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0011,coordinate,"36.733193,-3.713318",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/486704337,,,,
stop:ALM_0011,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0011,name,Playa de Cotobro,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/486704337,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0011,osm_node_id,486704337,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0012,coordinate,"36.733122,-3.707400",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785893,,,,
stop:ALM_0012,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0012,name,Los Ramos,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785893,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0012,osm_node_id,7604785893,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0013,coordinate,"36.733962,-3.705108",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785892,,,,
stop:ALM_0013,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0013,name,Rincón de la China,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785892,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0013,osm_node_id,7604785892,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0014,coordinate,"36.735364,-3.702429",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785891,,,,
stop:ALM_0014,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0014,name,Barrio de los Marinos,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785891,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0014,osm_node_id,7604785891,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0015,coordinate,"36.738563,-3.702789",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785890,,,,
stop:ALM_0015,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0015,name,Puente del Noy,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785890,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0015,osm_node_id,7604785890,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0016,coordinate,"36.739775,-3.698472",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785887,,,,
stop:ALM_0016,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0016,name,Costa Banana,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785887,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0016,osm_node_id,7604785887,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0017,coordinate,"36.737166,-3.694460",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785885,,,,
stop:ALM_0017,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0017,name,Albaicín del Mar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785885,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0017,osm_node_id,7604785885,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0018,coordinate,"36.735690,-3.691711",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742070171,,,,
stop:ALM_0018,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0018,name,Avenida Costa del Sol,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742070171,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0018,osm_node_id,4742070171,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0019,coordinate,"36.736106,-3.692035",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065226,,,,
stop:ALM_0019,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0019,name,Avenida Costa del Sol,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065226,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0019,osm_node_id,12471065226,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0020,coordinate,"36.737304,-3.694554",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7604785886,,,,
stop:ALM_0020,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0020,name,Albaicín del Mar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7604785886,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0020,osm_node_id,7604785886,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0021,coordinate,"36.739682,-3.698333",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065227,,,,
stop:ALM_0021,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0021,name,Costa Banana,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065227,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0021,osm_node_id,12471065227,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0022,coordinate,"36.738082,-3.708325",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065229,,,,
stop:ALM_0022,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0022,name,Mirador De Cotobro,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065229,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0022,osm_node_id,12471065229,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0023,coordinate,"36.735339,-3.739712",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/5751425341,,,,
stop:ALM_0023,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0023,name,La Herradura,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/5751425341,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0023,osm_node_id,5751425341,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0024,coordinate,"36.734253,-3.741893",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065230,,,,
stop:ALM_0024,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0024,name,Mercado La Herradura,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065230,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0024,osm_node_id,12471065230,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0025,coordinate,"36.735864,-3.744688",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065232,,,,
stop:ALM_0025,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0025,name,"Paseo Andrés Segovia, Windsurf",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065232,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0025,osm_node_id,12471065232,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0026,coordinate,"36.737553,-3.747982",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065234,,,,
stop:ALM_0026,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0026,name,"Paseo Andrés Segovia, Naúticas",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065234,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0026,osm_node_id,12471065234,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0027,coordinate,"36.738919,-3.753879",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/3398426900,,,,
stop:ALM_0027,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0027,name,Peña Parda,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/3398426900,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0027,osm_node_id,3398426900,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0028,coordinate,"36.737522,-3.748031",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065233,,,,
stop:ALM_0028,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0028,name,"Paseo Andrés Segovia, Naúticas",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065233,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0028,osm_node_id,12471065233,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0029,coordinate,"36.735949,-3.744933",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065231,,,,
stop:ALM_0029,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0029,name,"Paseo Andrés Segovia, Windsurf",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065231,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0029,osm_node_id,12471065231,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0030,coordinate,"36.733524,-3.741096",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/9282688574,,,,
stop:ALM_0030,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0030,name,Mercado La Herradura,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/9282688574,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0030,osm_node_id,9282688574,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0031,coordinate,"36.734911,-3.739376",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473746708,,,,
stop:ALM_0031,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0031,name,Acera del Pilar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473746708,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0031,osm_node_id,12473746708,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0032,coordinate,"36.736025,-3.739256",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12473746709,,,,
stop:ALM_0032,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0032,name,La Herradura,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12473746709,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0032,osm_node_id,12473746709,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0033,coordinate,"36.738189,-3.707934",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065228,,,,
stop:ALM_0033,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0033,name,Mirador De Cotobro,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065228,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0033,osm_node_id,12471065228,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0034,coordinate,"36.732637,-3.739937",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065235,,,,
stop:ALM_0034,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0034,name,"Paseo Andrés Segovia, Bar Bambú",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065235,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0034,osm_node_id,12471065235,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0035,coordinate,"36.730975,-3.737948",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065236,,,,
stop:ALM_0035,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0035,name,"Paseo Andrés Segovia, La Caleta",osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065236,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0035,osm_node_id,12471065236,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0036,coordinate,"36.725407,-3.734927",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471065238,,,,
stop:ALM_0036,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0036,name,Urb Punta De La Mona,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471065238,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0036,osm_node_id,12471065238,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0037,coordinate,"36.727909,-3.731109",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471004588,,,,
stop:ALM_0037,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0037,name,Marina del Este (Best Alcázar),osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471004588,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0037,osm_node_id,12471004588,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0038,coordinate,"36.724027,-3.727072",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4167568437,,,,
stop:ALM_0038,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0038,name,Puerto Deportivo Marina del Este,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4167568437,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0038,osm_node_id,4167568437,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0039,coordinate,"36.728017,-3.731038",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/12471004589,,,,
stop:ALM_0039,municipality,La Herradura,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0039,name,Marina del Este (Best Alcázar),osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/12471004589,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0039,osm_node_id,12471004589,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0040,coordinate,"36.735479,-3.688795",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377110,,,,
stop:ALM_0040,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0040,name,Frente a Estación de Autobuses,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377110,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0040,osm_node_id,7605377110,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0041,coordinate,"36.734775,-3.688630",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/1661424656,,,,
stop:ALM_0041,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0041,name,Avenida Juan Carlos I,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/1661424656,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0041,osm_node_id,1661424656,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0042,coordinate,"36.730998,-3.686646",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742030526,,,,
stop:ALM_0042,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0042,name,Playa Puerta del Mar,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742030526,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0042,osm_node_id,4742030526,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0043,coordinate,"36.730993,-3.683248",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742030523,,,,
stop:ALM_0043,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0043,name,Las Góndolas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742030523,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0043,osm_node_id,4742030523,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0044,coordinate,"36.730484,-3.681108",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742030522,,,,
stop:ALM_0044,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0044,name,Paseo Reina Sofía,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742030522,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0044,osm_node_id,4742030522,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0045,coordinate,"36.731177,-3.675473",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026519,,,,
stop:ALM_0045,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0045,name,Aquatropic,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026519,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0045,osm_node_id,4742026519,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0046,coordinate,"36.733047,-3.673286",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377109,,,,
stop:ALM_0046,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0046,name,Espigón,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377109,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0046,osm_node_id,7605377109,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0047,coordinate,"36.734911,-3.672443",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026518,,,,
stop:ALM_0047,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0047,name,Playa Tropical 2,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026518,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0047,osm_node_id,4742026518,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0048,coordinate,"36.737031,-3.670644",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026516,,,,
stop:ALM_0048,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0048,name,Playa Tropical 1,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026516,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0048,osm_node_id,4742026516,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0049,coordinate,"36.737711,-3.669845",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377108,,,,
stop:ALM_0049,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0049,name,Velilla 1,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377108,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0049,osm_node_id,7605377108,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0050,coordinate,"36.739121,-3.668532",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/6564005931,,,,
stop:ALM_0050,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0050,name,Velilla 2,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/6564005931,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0050,osm_node_id,6564005931,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0051,coordinate,"36.740666,-3.667314",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026514,,,,
stop:ALM_0051,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0051,name,Velilla 3,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026514,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0051,osm_node_id,4742026514,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0052,coordinate,"36.742858,-3.664765",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026512,,,,
stop:ALM_0052,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0052,name,Velilla 4,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026512,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0052,osm_node_id,4742026512,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0053,coordinate,"36.744307,-3.663508",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026510,,,,
stop:ALM_0053,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0053,name,Tesorillo,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026510,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0053,osm_node_id,4742026510,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0054,coordinate,"36.746324,-3.662081",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026506,,,,
stop:ALM_0054,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0054,name,Playa del Pozuelo,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026506,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0054,osm_node_id,4742026506,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0055,coordinate,"36.750158,-3.656997",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/4742026508,,,,
stop:ALM_0055,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0055,name,Taramay,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/4742026508,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0055,osm_node_id,4742026508,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0056,coordinate,"36.752168,-3.657335",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377107,,,,
stop:ALM_0056,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0056,name,Barranco de las Golondrinas,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377107,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0056,osm_node_id,7605377107,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0057,coordinate,"36.748800,-3.665407",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377104,,,,
stop:ALM_0057,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0057,name,Taramay,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377104,,,,OSM name; the operator's diagrams use different wording.
stop:ALM_0057,osm_node_id,7605377104,osm_route_relations,2026-08-10,high,,,,,,
stop:ALM_0058,coordinate,"36.744668,-3.670826",osm_route_relations,2026-08-10,medium,bus_stop_node,https://www.openstreetmap.org/node/7605377106,,,,
stop:ALM_0058,municipality,Almuñécar,osm_route_relations,2026-08-10,medium,,,Assigned from longitude: west of -3.725 is La Herradura.,,,
stop:ALM_0058,name,Portichuelo,osm_route_relations,2026-08-10,medium,,https://www.openstreetmap.org/node/7605377106,,,,OSM name; the operator's diagrams use different wording.
